name,age,gender,state,income_bracket,education_level,occupation_sector,religion,primary_cause,donation_frequency,avg_gift_usd,lifetime_donation_usd,last_gift_date,recurring_donor,preferred_channel,event_attendance_cnt,volunteer_hours_yr,email_engagement,communication_pref,employer_matching
Jessica Hebert,55,Female,Other,<50k,College,Public,None,Other,Sporadic,105.56,844.48,2023-01-03,False,Phone,1,0,0.073,Phone,False
Ashley White,46,Female,MI,<50k,Graduate,Education,Other,Healthcare,Sporadic,112.07,112.07,2024-04-01,False,DirectMail,1,0,0.137,DirectMail,False
任洋,54,Male,MI,100-250k,Graduate,Other,Christian,Other,Sporadic,747.32,4483.92,2023-12-19,True,Email,1,45,0.174,Email,False
Stacy Nunez,35,Female,Other,>250k,College,Other,Catholic,Environment,Yearly,1955.06,7820.24,2024-06-02,False,Email,1,0,0.204,Email,False
Nancy Bonilla,49,Female,TX,50-100k,College,Other,None,Education,Monthly,283.78,20432.16,2024-02-18,True,DirectMail,3,0,0.572,DirectMail,False
马敏,28,Female,Other,50-100k,Graduate,Other,Christian,Education,Sporadic,184.24,1105.44,2025-06-09,False,Email,0,15,0.11,Email,False
Heather Galloway,50,Female,NY,<50k,HighSchool,Other,Catholic,ChildDevelopment,Yearly,116.95,1169.5,2022-10-24,False,Email,0,0,0.374,Email,False
李想,29,Male,Other,>250k,College,Other,Christian,AnimalWelfare,Monthly,2216.03,106369.44,2025-05-29,True,Email,1,0,0.336,Email,False
Jennifer Rubio,63,Female,FL,<50k,Graduate,Public,Christian,Other,Yearly,117.48,704.88,2023-12-10,False,SMS,2,0,0.481,SMS,False
Michaela Miller,58,Female,Other,<50k,College,Other,None,Education,Sporadic,85.4,1366.4,2024-08-11,False,Email,1,0,0.48,Email,False
Susan Moses,26,Female,GA,50-100k,College,Other,Catholic,Healthcare,Yearly,283.41,566.82,2023-10-20,False,SMS,0,0,0.113,SMS,False
Jeffery Brown,64,Male,TX,100-250k,College,Other,Christian,AnimalWelfare,Yearly,588.7,4120.9,2023-09-23,True,SMS,2,0,0.503,SMS,False
Vanessa Smith,47,Female,NC,100-250k,Graduate,Finance,None,PovertyRelief,Yearly,274.61,2471.49,2024-04-22,False,Email,2,0,0.079,Email,False
Cynthia Young,22,Female,GA,100-250k,College,Public,None,Education,Quarterly,422.53,1690.12,2022-09-17,True,DirectMail,2,0,0.634,DirectMail,False
Benjamin Castillo,58,Male,CA,<50k,College,Tech,Christian,Healthcare,Yearly,101.9,917.1,2024-07-14,False,Email,1,0,0.026,Email,False
Vanessa Weiss,52,Female,Other,100-250k,College,Other,Christian,PovertyRelief,Sporadic,461.88,8313.84,2024-02-11,False,DirectMail,1,0,0.143,DirectMail,False
金宁,48,Male,NC,50-100k,Graduate,Finance,Catholic,ChildDevelopment,Sporadic,370.19,5182.66,2023-05-26,False,SMS,1,0,0.512,SMS,False
黄想,64,Female,CA,50-100k,College,Tech,None,Healthcare,Monthly,242.86,20400.24,2022-07-27,True,Email,0,5,0.374,Email,False
万秀云,61,Female,Other,50-100k,College,Healthcare,None,Environment,Yearly,278.8,2230.4,2022-07-20,False,SMS,0,0,0.39,SMS,False
Scott Gilbert,49,Male,NC,50-100k,Graduate,Finance,Catholic,Education,Sporadic,294.06,2940.6,2025-05-12,True,DirectMail,2,0,0.1,DirectMail,False
Christopher Taylor,38,Male,Other,<50k,HighSchool,Tech,None,PovertyRelief,Yearly,101.26,405.04,2023-05-17,False,SMS,0,0,0.528,SMS,False
Jeffrey Johnson,51,Male,TX,100-250k,College,Education,Catholic,Other,Monthly,453.55,48983.4,2023-10-31,True,DirectMail,3,0,0.282,DirectMail,False
王彬,51,Male,CA,50-100k,College,Other,Christian,Other,Yearly,295.94,2071.58,2023-11-02,False,Phone,1,5,0.055,Phone,False
John Hernandez,48,Male,Other,50-100k,Graduate,Finance,None,ChildDevelopment,Monthly,237.1,5690.4,2022-12-13,False,Email,1,0,0.503,Email,True
刘伟,55,Male,TX,50-100k,Graduate,Other,None,Healthcare,Yearly,396.88,2778.16,2024-08-05,False,DirectMail,2,20,0.275,DirectMail,False
刘玉华,62,Male,IL,<50k,HighSchool,Healthcare,Christian,AnimalWelfare,Yearly,123.28,369.84,2024-05-07,False,DirectMail,1,0,0.371,DirectMail,False
李秀芳,59,Male,Other,50-100k,College,Tech,None,PovertyRelief,Monthly,400.0,4800.0,2025-04-07,False,Email,0,0,0.043,Email,True
Peter Deleon,44,Male,Other,100-250k,Graduate,Other,None,Environment,Sporadic,286.07,572.14,2024-07-02,False,SMS,1,0,0.129,SMS,False
Matthew Novak DVM,56,Male,TX,50-100k,College,Other,Christian,AnimalWelfare,Yearly,220.6,1103.0,2025-05-12,False,DirectMail,2,0,0.242,DirectMail,False
Yolanda Hernandez,55,Female,TX,50-100k,College,Finance,Catholic,Education,Sporadic,210.07,840.28,2025-01-11,False,Email,0,0,0.067,Email,True
张秀珍,48,Female,Other,<50k,Graduate,Tech,Christian,Other,Yearly,68.96,275.84,2023-01-15,False,DirectMail,2,0,0.693,DirectMail,True
吕林,37,Female,GA,<50k,College,Education,None,AnimalWelfare,Monthly,69.85,8382.0,2023-06-18,True,Email,1,0,0.318,Email,False
Tiffany Bell,35,Female,FL,100-250k,College,Other,None,ChildDevelopment,Yearly,517.42,1034.84,2024-06-08,False,Email,0,0,0.491,Email,False
刘龙,36,Female,Other,50-100k,College,Other,Catholic,Environment,Monthly,316.73,34206.84,2024-04-29,True,DirectMail,0,0,0.16,DirectMail,False
Tiffany Gonzalez,18,Female,MI,<50k,HighSchool,Other,Christian,Education,Quarterly,150.0,3000.0,2024-02-16,True,Email,1,0,0.18,Email,False
Henry Jenkins,52,Male,Other,<50k,College,Other,Christian,Environment,Monthly,119.14,10007.76,2022-10-03,True,Email,0,0,0.46,Email,False
张金凤,54,Male,Other,100-250k,College,Tech,Christian,Healthcare,Sporadic,677.8,2711.2,2025-01-14,False,Email,0,0,0.109,Email,False
Andrew Singleton,70,Male,CA,>250k,Graduate,Other,Other,Education,Yearly,3000.0,12000.0,2023-09-26,False,Email,2,5,0.137,Email,False
Kristen Valentine,62,Female,Other,100-250k,HighSchool,Other,None,Environment,Quarterly,631.19,12623.8,2023-02-22,False,Email,1,81,0.378,Email,False
Allison Williams,29,Female,NY,<50k,Graduate,Tech,Christian,Environment,Yearly,73.56,367.8,2023-10-11,False,Email,1,0,0.127,Email,False
张桂荣,38,Female,Other,50-100k,Graduate,Public,None,Other,Sporadic,168.11,2689.76,2022-11-17,False,Phone,2,0,0.033,Phone,False
张芳,47,Male,Other,>250k,HighSchool,Healthcare,Christian,Education,Sporadic,898.29,2694.87,2022-10-10,True,Email,1,0,0.294,Email,False
李琴,55,Male,CA,100-250k,College,Public,None,PovertyRelief,Sporadic,556.32,7788.48,2023-08-27,True,Email,4,0,0.367,Email,False
Michelle Carlson,49,Female,Other,50-100k,Graduate,Finance,Christian,Healthcare,Yearly,173.86,1043.16,2024-10-03,False,Email,0,0,0.122,Email,True
Jeffrey Harrell,18,Male,NC,<50k,HighSchool,Education,Catholic,Healthcare,Yearly,86.32,86.32,2023-02-06,True,Email,1,0,0.417,Email,False
Teresa Green,57,Female,Other,50-100k,Graduate,Finance,None,ChildDevelopment,Sporadic,204.25,817.0,2025-05-03,False,SMS,3,0,0.123,SMS,False
Jason Adams,39,Male,GA,100-250k,Graduate,Other,Christian,Healthcare,Monthly,414.82,49778.4,2022-11-24,True,SMS,0,9,0.133,SMS,False
白杨,31,Male,Other,>250k,College,Tech,None,Education,Monthly,1515.53,54559.08,2023-06-06,True,Email,3,0,0.225,Email,False
Christopher Melton,47,Male,GA,50-100k,College,Education,None,Environment,Sporadic,160.97,1609.7,2022-10-28,False,Email,0,0,0.298,Email,False
赖兵,32,Female,Other,50-100k,College,Other,Christian,PovertyRelief,Monthly,400.0,24000.0,2025-05-04,True,DirectMail,1,0,0.262,DirectMail,False
王荣,45,Female,Other,>250k,College,Public,None,Healthcare,Yearly,1816.72,9083.6,2023-08-14,False,Email,5,0,0.226,Email,False
徐莹,45,Male,IL,100-250k,HighSchool,Other,None,Education,Sporadic,472.45,8504.1,2024-02-21,False,Email,1,15,0.284,Email,False
Veronica Moore,46,Female,CA,100-250k,Graduate,Public,None,Education,Sporadic,1000.0,18000.0,2022-09-04,False,Email,1,0,0.299,Email,False
朱凤英,50,Female,Other,50-100k,Graduate,Other,None,Other,Sporadic,197.9,2770.6,2022-11-01,False,Email,1,0,0.364,Email,False
Ryan Simon,43,Male,CA,50-100k,HighSchool,Other,Christian,Healthcare,Sporadic,261.81,4712.58,2024-11-30,False,Phone,2,18,0.151,Phone,False
王静,45,Female,Other,<50k,Graduate,Other,Christian,Healthcare,Yearly,98.12,490.6,2024-03-13,False,Email,1,0,0.055,Email,False
Amanda Ford,54,Female,NY,<50k,College,Tech,Christian,PovertyRelief,Yearly,51.32,307.92,2022-07-21,False,Email,0,0,0.403,Email,False
Justin Robinson,66,Male,FL,>250k,Graduate,Other,Catholic,Education,Monthly,1274.26,30582.24,2024-09-29,False,SMS,1,0,0.249,SMS,False
Paula Lin,53,Other,Other,100-250k,Graduate,Public,Christian,Healthcare,Yearly,380.81,1523.24,2024-11-01,False,Email,1,0,0.303,Email,False
刘秀荣,31,Female,Other,<50k,Graduate,Other,Christian,Healthcare,Monthly,53.15,1275.6,2023-01-30,True,Email,1,0,0.084,Email,False
王海燕,69,Male,OH,<50k,Graduate,Other,None,Healthcare,Yearly,74.07,296.28,2024-08-24,False,Email,0,0,0.156,Email,False
饶建,18,Female,NY,>250k,Graduate,Other,Catholic,Education,Sporadic,1111.08,5555.4,2024-12-06,False,Phone,2,70,0.342,Phone,False
崔军,47,Female,FL,50-100k,Graduate,Healthcare,Other,Other,Sporadic,145.31,1017.17,2023-10-23,False,Email,0,10,0.445,Email,True
Suzanne Sutton,41,Female,Other,50-100k,College,Education,Christian,ChildDevelopment,Yearly,244.66,2446.6,2023-01-08,False,Phone,3,0,0.208,Phone,True
蔡兰英,34,Male,Other,<50k,HighSchool,Other,Christian,Healthcare,Monthly,60.02,7202.4,2024-05-07,True,DirectMail,3,0,0.174,DirectMail,False
Autumn Gallegos,45,Female,Other,<50k,Graduate,Finance,None,Other,Yearly,56.51,339.06,2023-03-14,False,SMS,3,0,0.18,SMS,True
Peter Raymond,42,Male,Other,50-100k,Graduate,Public,Christian,Healthcare,Sporadic,292.73,4098.22,2024-01-19,False,SMS,2,0,0.339,SMS,False
苏芳,44,Female,Other,50-100k,College,Education,Other,Environment,Sporadic,400.0,7200.0,2023-11-15,True,SMS,2,0,0.185,SMS,False
周强,49,Male,FL,50-100k,Graduate,Other,None,Healthcare,Monthly,240.05,2880.6,2023-08-06,False,Email,0,0,0.137,Email,False
Andrew Hernandez,72,Male,CA,100-250k,Graduate,Other,Christian,Healthcare,Yearly,316.44,1898.64,2023-02-04,False,DirectMail,0,0,0.32,DirectMail,False
高兰英,47,Female,TX,50-100k,College,Other,Christian,Healthcare,Yearly,327.95,2295.65,2024-10-10,False,Phone,1,0,0.128,Phone,False
帅琳,25,Female,CA,>250k,HighSchool,Public,Christian,Environment,Sporadic,2449.28,4898.56,2023-11-09,True,SMS,0,0,0.141,SMS,False
Hannah Davis,53,Female,FL,<50k,HighSchool,Other,Catholic,AnimalWelfare,Sporadic,74.49,148.98,2023-05-09,False,Email,3,0,0.386,Email,False
韦璐,40,Female,Other,<50k,College,Healthcare,Catholic,PovertyRelief,Sporadic,67.83,1356.6,2024-03-02,True,Email,0,0,0.287,Email,False
Molly Lynch,44,Female,Other,100-250k,Graduate,Other,None,Education,Sporadic,422.56,2535.36,2022-11-11,False,Email,3,0,0.233,Email,False
Bradley Ferguson,18,Male,IL,100-250k,College,Healthcare,Christian,Education,Sporadic,832.96,16659.2,2022-09-19,True,Email,0,0,0.326,Email,True
张亮,39,Female,GA,<50k,HighSchool,Other,Christian,Environment,Sporadic,126.59,1012.72,2024-12-10,False,Email,0,0,0.263,Email,False
张志强,70,Male,FL,50-100k,College,Other,Christian,Environment,Sporadic,211.99,423.98,2023-03-07,False,Email,0,0,0.135,Email,False
Tiffany Dunn,31,Female,NY,50-100k,College,Other,None,Healthcare,Sporadic,256.79,2567.9,2022-12-13,False,Email,2,0,0.445,Email,False
陈兵,61,Male,FL,100-250k,Graduate,Tech,Christian,ChildDevelopment,Sporadic,754.6,9055.2,2023-06-30,False,DirectMail,1,15,0.491,DirectMail,False
吴芳,29,Female,Other,50-100k,Graduate,Tech,Catholic,Other,Monthly,400.0,38400.0,2024-06-17,True,SMS,0,0,0.399,SMS,False
James Ramirez,50,Male,Other,50-100k,HighSchool,Healthcare,Christian,Other,Sporadic,190.3,1141.8,2023-01-12,True,SMS,1,8,0.292,SMS,False
Kimberly Valdez,42,Female,IL,100-250k,College,Tech,Other,Healthcare,Yearly,200.0,1000.0,2025-05-20,True,Email,3,0,0.398,Email,False
Dr. Christine Wilson DDS,66,Female,Other,100-250k,Graduate,Other,None,Education,Quarterly,1000.0,16000.0,2023-12-11,True,Email,1,0,0.461,Email,False
Joshua Phillips,66,Male,Other,100-250k,College,Other,Christian,Environment,Yearly,501.09,4509.81,2024-10-17,False,SMS,0,0,0.44,SMS,False
Christina Fisher,45,Female,CA,<50k,College,Healthcare,Christian,Education,Sporadic,84.81,848.1,2025-02-19,False,Email,1,0,0.48,Email,False
熊军,61,Male,NC,100-250k,College,Public,Christian,ChildDevelopment,Sporadic,1000.0,9000.0,2025-05-03,False,Email,2,0,0.067,Email,True
Craig Campbell,47,Male,TX,100-250k,Graduate,Other,Christian,Education,Yearly,415.15,1245.45,2023-04-29,False,Email,0,14,0.402,Email,False
Peter Johnson,62,Male,Other,100-250k,College,Healthcare,None,AnimalWelfare,Yearly,1000.0,5000.0,2023-12-08,False,Phone,1,0,0.201,Phone,False
Christopher Chavez,26,Male,TX,100-250k,HighSchool,Other,Christian,PovertyRelief,Monthly,733.17,35192.16,2024-02-09,True,DirectMail,2,0,0.216,DirectMail,False
Daniel Mccarthy,18,Male,CA,100-250k,Graduate,Public,Christian,Other,Sporadic,398.59,4783.08,2025-01-18,True,Email,1,0,0.17,Email,False
江建华,30,Male,NY,<50k,College,Other,Christian,Education,Monthly,66.43,5580.12,2023-04-16,True,SMS,2,10,0.096,SMS,False
周浩,21,Male,IL,50-100k,HighSchool,Other,Catholic,Healthcare,Sporadic,196.24,196.24,2022-09-13,False,Email,0,0,0.346,Email,False
王秀珍,64,Male,Other,100-250k,HighSchool,Tech,Christian,AnimalWelfare,Monthly,842.39,20217.36,2023-01-19,False,DirectMail,0,5,0.67,DirectMail,False
Cassandra Chan DDS,27,Female,GA,>250k,College,Other,Christian,ChildDevelopment,Sporadic,2237.02,35792.32,2022-09-26,False,Email,2,0,0.216,Email,False
崔兵,49,Female,PA,>250k,Graduate,Finance,Christian,PovertyRelief,Sporadic,2773.97,13869.85,2022-09-21,False,SMS,0,0,0.225,SMS,True
Lori Davis,54,Female,Other,<50k,HighSchool,Other,Christian,PovertyRelief,Yearly,150.0,1200.0,2025-01-15,False,Email,1,87,0.373,Email,False
Holly Baker,35,Female,PA,100-250k,Graduate,Tech,Jewish,AnimalWelfare,Monthly,768.0,73728.0,2025-06-23,True,DirectMail,2,0,0.053,DirectMail,False
李琳,41,Female,CA,50-100k,Graduate,Other,None,ChildDevelopment,Sporadic,202.5,4050.0,2025-05-03,False,Email,1,34,0.343,Email,False
范丽娟,56,Male,GA,50-100k,Graduate,Tech,Jewish,PovertyRelief,Monthly,177.4,8515.2,2024-02-02,True,Email,2,0,0.183,Email,False
杜秀兰,42,Male,Other,<50k,Graduate,Education,None,Education,Sporadic,108.33,649.98,2024-03-24,False,Email,0,0,0.064,Email,False
李婷婷,52,Male,NC,<50k,College,Other,Christian,PovertyRelief,Monthly,135.7,4885.2,2022-07-28,False,Email,1,0,0.298,Email,False
罗春梅,34,Male,Other,>250k,Graduate,Tech,Catholic,Education,Yearly,790.32,3951.6,2024-09-21,False,SMS,0,0,0.199,SMS,False
韩建平,49,Female,TX,100-250k,HighSchool,Healthcare,Catholic,Other,Sporadic,890.79,5344.74,2025-01-21,False,Email,1,0,0.088,Email,False
胡海燕,47,Female,Other,50-100k,College,Other,Other,Healthcare,Sporadic,180.55,541.65,2025-02-10,False,Phone,1,9,0.418,Phone,False
Jaclyn Humphrey,43,Female,Other,50-100k,Graduate,Other,Jewish,Education,Monthly,285.22,34226.4,2024-05-05,True,Email,1,0,0.353,Email,False
徐秀珍,46,Male,IL,>250k,HighSchool,Finance,Catholic,PovertyRelief,Yearly,1315.53,13155.3,2024-10-21,False,Email,1,0,0.521,Email,False
丛鑫,67,Male,Other,50-100k,College,Other,Christian,AnimalWelfare,Yearly,256.18,768.54,2022-10-10,False,Email,2,0,0.449,Email,False
戴艳,59,Male,GA,100-250k,Graduate,Finance,Christian,Environment,Monthly,625.21,7502.52,2024-06-30,True,SMS,2,0,0.134,SMS,False
Jonathan Gonzales,49,Male,Other,50-100k,College,Public,Christian,Environment,Yearly,118.9,237.8,2023-02-15,False,DirectMail,0,0,0.475,DirectMail,False
赵玉梅,61,Female,CA,50-100k,Graduate,Finance,None,Other,Sporadic,354.45,2126.7,2022-10-24,False,Email,0,8,0.244,Email,False
朱云,63,Female,Other,100-250k,College,Other,Catholic,Other,Yearly,952.62,2857.86,2023-04-03,False,DirectMail,2,0,0.188,DirectMail,False
范琴,78,Male,IL,<50k,HighSchool,Other,Catholic,PovertyRelief,Monthly,83.91,6041.52,2023-03-01,False,SMS,2,0,0.2,SMS,False
鞠梅,25,Female,Other,50-100k,College,Other,None,Education,Sporadic,277.53,2497.77,2025-02-20,False,SMS,1,10,0.072,SMS,False
刘超,33,Female,Other,100-250k,College,Healthcare,Christian,PovertyRelief,Yearly,429.76,859.52,2024-01-07,False,Email,0,18,0.121,Email,False
Jonathan Sims,53,Male,TX,100-250k,Graduate,Tech,Christian,ChildDevelopment,Quarterly,999.01,23976.24,2023-10-12,True,Email,2,0,0.096,Email,False
蓝欢,31,Male,Other,100-250k,Graduate,Healthcare,Other,ChildDevelopment,Monthly,750.4,90048.0,2024-02-09,True,SMS,3,0,0.126,SMS,False
吴刚,74,Female,CA,>250k,College,Other,Catholic,Environment,Yearly,2978.43,29784.3,2022-10-15,False,Email,1,0,0.205,Email,False
罗波,56,Male,CA,<50k,Graduate,Other,Catholic,ChildDevelopment,Monthly,150.0,5400.0,2022-11-12,False,Email,1,0,0.142,Email,False
林红梅,50,Male,Other,>250k,Graduate,Finance,None,AnimalWelfare,Quarterly,2149.84,85993.6,2022-12-17,True,SMS,0,0,0.23,SMS,False
Crystal Thompson,30,Female,NY,100-250k,Graduate,Other,Christian,PovertyRelief,Monthly,851.95,71563.8,2023-01-14,True,Email,1,0,0.541,Email,False
解玉英,34,Female,Other,<50k,College,Finance,Catholic,Healthcare,Yearly,62.15,124.3,2023-05-21,False,Email,0,0,0.335,Email,False
Karla Chase,45,Female,Other,50-100k,College,Healthcare,Christian,Education,Yearly,213.94,213.94,2023-01-17,False,DirectMail,2,0,0.346,DirectMail,False
Jill Valenzuela,39,Female,Other,100-250k,College,Other,Catholic,Other,Yearly,552.95,4423.6,2023-01-27,True,DirectMail,2,0,0.119,DirectMail,False
叶秀芳,54,Male,TX,>250k,College,Other,Catholic,Healthcare,Sporadic,2940.08,52921.44,2023-12-19,False,SMS,1,0,0.174,SMS,False
刘红梅,18,Female,FL,100-250k,College,Other,Other,Healthcare,Sporadic,681.23,2724.92,2022-12-31,False,Phone,2,0,0.054,Phone,False
欧阳杨,50,Female,CA,50-100k,Graduate,Other,Christian,Education,Quarterly,400.0,9600.0,2022-08-30,True,Phone,1,0,0.142,Phone,False
朱超,22,Male,Other,100-250k,College,Other,Christian,Environment,Monthly,823.21,88906.68,2024-12-25,True,Email,0,0,0.403,Email,False
石涛,37,Male,Other,50-100k,College,Tech,None,PovertyRelief,Yearly,337.24,674.48,2024-08-03,False,Email,3,15,0.513,Email,False
Geoffrey Bowers,43,Male,CA,100-250k,College,Tech,Catholic,Education,Yearly,277.39,1941.73,2024-01-09,True,Email,1,9,0.514,Email,False
Erika James,54,Female,CA,>250k,HighSchool,Other,Christian,Other,Quarterly,1213.44,9707.52,2023-06-02,True,Email,2,0,0.484,Email,False
崔建华,82,Female,Other,<50k,Graduate,Other,Christian,PovertyRelief,Yearly,73.22,146.44,2023-12-13,False,Phone,5,0,0.52,Phone,False
Brianna Ali,45,Female,TX,<50k,College,Public,Christian,Education,Monthly,48.63,1750.68,2024-09-22,True,Email,1,0,0.377,Email,False
Jason Parsons,67,Male,NC,50-100k,College,Other,Muslim,Other,Monthly,320.47,38456.4,2024-10-25,True,SMS,2,0,0.574,SMS,False
Amanda Ramirez,39,Female,Other,100-250k,College,Other,Christian,Education,Monthly,425.24,35720.16,2023-07-18,False,DirectMail,1,0,0.307,DirectMail,False
Jessica Jones,65,Female,GA,100-250k,College,Other,None,Environment,Monthly,558.88,67065.6,2024-04-12,False,Phone,1,11,0.251,Phone,False
王瑞,41,Female,CA,50-100k,Graduate,Other,Other,ChildDevelopment,Yearly,170.15,170.15,2024-05-25,False,Email,1,0,0.385,Email,False
Joseph Jacobs,72,Male,Other,50-100k,College,Other,Catholic,PovertyRelief,Yearly,254.78,2038.24,2023-03-13,False,DirectMail,1,0,0.28,DirectMail,False
Joseph Avila,42,Male,PA,50-100k,Graduate,Other,None,Healthcare,Monthly,107.84,5176.32,2024-01-15,True,Email,0,0,0.066,Email,False
陈霞,39,Male,NY,<50k,Graduate,Education,Christian,Education,Monthly,65.67,7092.36,2024-08-27,False,Email,1,0,0.079,Email,False
陈洁,48,Female,PA,50-100k,HighSchool,Other,None,ChildDevelopment,Yearly,186.48,1305.36,2024-06-26,False,DirectMail,1,0,0.546,DirectMail,False
屈玉英,68,Female,NY,50-100k,Graduate,Finance,Christian,Healthcare,Yearly,152.37,457.11,2024-08-11,True,Email,0,0,0.125,Email,True
Leslie Luna,38,Female,Other,100-250k,Graduate,Finance,None,Healthcare,Yearly,682.49,2047.47,2024-03-27,True,SMS,2,3,0.272,SMS,False
Carol Young,18,Female,IL,100-250k,Graduate,Tech,Muslim,Education,Yearly,1000.0,2000.0,2024-01-31,True,SMS,1,0,0.221,SMS,False
Caroline Holmes,57,Female,TX,50-100k,Graduate,Other,Christian,Healthcare,Yearly,172.46,172.46,2023-09-29,False,SMS,1,5,0.366,SMS,False
周玉英,59,Female,FL,50-100k,College,Tech,Christian,Education,Monthly,84.52,4056.96,2024-02-08,False,DirectMail,3,0,0.198,DirectMail,False
胡佳,67,Female,Other,<50k,HighSchool,Other,None,PovertyRelief,Quarterly,81.97,1967.28,2024-01-22,True,SMS,3,0,0.235,SMS,False
Jessica Williams,30,Female,Other,50-100k,HighSchool,Education,Catholic,ChildDevelopment,Monthly,385.19,9244.56,2025-02-21,True,Email,2,0,0.12,Email,False
柏兵,38,Male,Other,<50k,HighSchool,Healthcare,Other,Other,Monthly,73.39,6164.76,2023-06-12,True,Email,1,0,0.297,Email,False
Toni Baird,37,Female,IL,100-250k,HighSchool,Tech,Christian,Education,Monthly,967.7,23224.8,2023-10-26,True,Phone,0,2,0.171,Phone,False
李强,51,Female,CA,50-100k,Graduate,Healthcare,Christian,Other,Yearly,149.03,1043.21,2025-01-04,False,Email,1,0,0.301,Email,False
Rhonda Lewis,36,Female,CA,<50k,HighSchool,Healthcare,Other,Healthcare,Sporadic,102.11,408.44,2024-07-05,False,Email,3,0,0.405,Email,False
Matthew Pierce,58,Male,Other,<50k,Graduate,Education,Christian,AnimalWelfare,Sporadic,93.58,748.64,2023-11-10,False,SMS,1,0,0.293,SMS,True
袁小红,50,Male,TX,50-100k,College,Other,None,AnimalWelfare,Monthly,258.5,18612.0,2024-06-30,False,Email,0,0,0.168,Email,False
Jonathan Cunningham,22,Male,IL,<50k,College,Other,None,ChildDevelopment,Quarterly,150.0,2400.0,2023-12-14,True,SMS,1,0,0.419,SMS,False
Brandon Cooley,58,Male,TX,<50k,College,Finance,Christian,Healthcare,Yearly,64.78,259.12,2023-07-07,True,Email,1,20,0.583,Email,False
Jennifer Phelps,34,Female,Other,50-100k,HighSchool,Healthcare,Catholic,Healthcare,Monthly,143.41,6883.68,2023-05-26,True,Email,3,0,0.349,Email,False
Brian Campbell,45,Male,Other,50-100k,College,Education,Christian,Environment,Sporadic,210.54,842.16,2023-08-24,False,Email,2,0,0.244,Email,False
汤凯,76,Female,Other,50-100k,Graduate,Finance,None,Other,Monthly,199.0,19104.0,2023-11-02,False,Email,0,0,0.527,Email,True
Travis Chavez,19,Male,Other,50-100k,Graduate,Other,None,PovertyRelief,Monthly,216.85,26022.0,2022-12-29,True,Phone,0,0,0.163,Phone,False
Barbara Gonzalez,58,Female,CA,100-250k,Graduate,Healthcare,None,Healthcare,Sporadic,841.64,1683.28,2025-01-29,False,Email,4,0,0.279,Email,True
Terri Holland,38,Female,NY,50-100k,Graduate,Healthcare,Christian,AnimalWelfare,Yearly,146.56,586.24,2024-09-02,False,DirectMail,2,0,0.11,DirectMail,False
吴峰,42,Female,NY,>250k,College,Public,Christian,Education,Sporadic,1167.74,2335.48,2022-07-15,False,Phone,2,7,0.08,Phone,False
吴桂荣,36,Male,Other,>250k,Graduate,Tech,Christian,PovertyRelief,Yearly,2386.17,14317.02,2022-11-02,False,DirectMail,2,0,0.034,DirectMail,False
周明,54,Male,Other,100-250k,College,Education,Christian,Environment,Sporadic,1000.0,4000.0,2024-08-24,False,Phone,2,0,0.267,Phone,True
Tanya Holmes,42,Female,Other,100-250k,HighSchool,Public,None,AnimalWelfare,Yearly,748.02,6732.18,2024-04-29,False,DirectMail,0,0,0.25,DirectMail,True
李丽丽,36,Female,FL,50-100k,College,Education,None,Healthcare,Yearly,332.45,3324.5,2023-03-26,False,Email,2,0,0.135,Email,False
周彬,46,Male,CA,<50k,Graduate,Other,Christian,Environment,Sporadic,99.04,990.4,2025-05-30,True,Email,1,0,0.161,Email,False
Amy Leonard,20,Female,Other,50-100k,HighSchool,Tech,Christian,ChildDevelopment,Monthly,281.74,16904.4,2025-05-29,False,DirectMail,1,0,0.54,DirectMail,False
方彬,45,Male,NY,50-100k,College,Other,None,ChildDevelopment,Monthly,400.0,48000.0,2023-06-22,True,Email,0,8,0.152,Email,False
Tony Thomas,44,Male,FL,>250k,Graduate,Healthcare,Christian,PovertyRelief,Sporadic,1109.21,15528.94,2024-01-15,False,Email,4,0,0.399,Email,False
魏鑫,60,Male,Other,50-100k,College,Tech,Other,Healthcare,Yearly,226.51,1585.57,2024-09-25,False,Email,0,0,0.154,Email,False
Austin Mcintosh,30,Male,Other,50-100k,Graduate,Finance,Christian,ChildDevelopment,Monthly,174.74,16775.04,2022-07-20,False,SMS,1,0,0.181,SMS,False
胡慧,28,Male,Other,100-250k,College,Other,Christian,Healthcare,Quarterly,554.56,2218.24,2023-12-08,False,Email,1,69,0.16,Email,False
任海燕,50,Male,CA,>250k,Graduate,Finance,Christian,Other,Sporadic,1312.46,13124.6,2024-03-18,True,Email,5,0,0.125,Email,False
陈玲,27,Male,Other,100-250k,Graduate,Tech,Catholic,PovertyRelief,Sporadic,490.7,6869.8,2024-11-08,True,DirectMail,2,0,0.267,DirectMail,False
Maria Phelps,60,Female,Other,100-250k,Graduate,Healthcare,Other,AnimalWelfare,Sporadic,342.71,1370.84,2023-12-06,False,Email,2,0,0.388,Email,False
李涛,63,Male,Other,50-100k,College,Tech,None,PovertyRelief,Yearly,320.53,320.53,2024-12-26,False,SMS,0,56,0.403,SMS,False
Francisco Shelton,64,Male,TX,50-100k,College,Education,Christian,Environment,Sporadic,259.4,4669.2,2023-08-17,False,Email,0,0,0.161,Email,True
